timestamp,hour_of_day,day_of_year,day_of_week,day_sin,day_cos,is_lab_hour,is_hostel_peak,hour,temp_c,surface_pressure,cloud_pct,wind_speed,wind_speed_100m,wind_gust,shortwave_radiation_instant,direct_normal_irradiance,diffuse_radiation,solar_kw,wind_kw,demand_kw
2024-01-01 00:00:00+05:30,0,1,0,0.0172,0.99985,0,0,0,9.3,1004.2,1.2,4.064296463285416,5.701252030720426,6.000057450579142,0.0,0.0,0.0,0.0,3.13,70.0
2024-01-01 01:00:00+05:30,1,1,0,0.0172,0.99985,0,0,1,8.6,1002.7,32.5,2.9600770051917085,3.81350707866874,4.626600176207069,0.0,0.0,0.0,0.0,0.44,70.0
2024-01-01 02:00:00+05:30,2,1,0,0.0172,0.99985,0,0,2,9.9,1003.1,23.4,7.011520511413796,10.106502917081956,8.734513906816543,0.0,0.0,0.0,0.0,20.77,70.0
2024-01-01 03:00:00+05:30,3,1,0,0.0172,0.99985,0,0,3,11.4,1006.2,30.2,7.838994698455179,11.273060033607056,12.36322921457456,0.0,0.0,0.0,0.0,29.21,70.0
2024-01-01 04:00:00+05:30,4,1,0,0.0172,0.99985,0,0,4,7.9,1006.9,24.7,7.482788313271156,10.364972234559533,11.690936306739157,0.0,0.0,0.0,0.0,23.98,70.0
2024-01-01 05:00:00+05:30,5,1,0,0.0172,0.99985,0,0,5,6.4,1007.9,37.3,5.262263726994264,7.236286390228968,6.909016628284259,0.0,0.0,0.0,0.0,7.68,70.0
2024-01-01 06:00:00+05:30,6,1,0,0.0172,0.99985,0,0,6,10.6,1001.7,33.8,5.448168090305986,6.823099060717158,7.951283393606347,0.0,0.0,0.0,0.0,7.07,70.0
2024-01-01 07:00:00+05:30,7,1,0,0.0172,0.99985,0,0,7,13.1,1003.1,11.1,1.5875826789950376,1.9893192425047863,2.127006324960496,180.7,140.8,110.3,0.0,0.0,110.0
2024-01-01 08:00:00+05:30,8,1,0,0.0172,0.99985,0,0,8,13.0,1003.7,24.1,3.1728429032485965,4.423665407929563,4.991691910768156,335.0,233.3,218.4,66.25,0.98,110.0
2024-01-01 09:00:00+05:30,9,1,0,0.0172,0.99985,1,0,9,13.8,1005.9,3.7,2.6342275526755525,3.659562125284174,4.038416374400394,587.8,485.8,344.9,132.0,0.17,190.0
2024-01-01 10:00:00+05:30,10,1,0,0.0172,0.99985,1,0,10,19.4,1003.7,13.0,3.5291109716878406,4.588528137499255,4.855610238554279,692.0,530.9,426.6,168.0,1.36,190.0
2024-01-01 11:00:00+05:30,11,1,0,0.0172,0.99985,1,0,11,15.9,1006.0,26.8,4.101110614760714,5.7148749869932916,5.577744191107078,705.0,478.8,465.6,182.58,3.13,190.0
2024-01-01 12:00:00+05:30,12,1,0,0.0172,0.99985,1,0,12,19.4,1004.2,1.8,3.6070762382367567,4.842207866704542,5.409920926683645,929.7,779.6,539.9,200.0,1.65,190.0
2024-01-01 13:00:00+05:30,13,1,0,0.0172,0.99985,1,0,13,18.8,1005.4,29.6,3.5561931042301453,5.0521485351496205,4.505254252537289,733.2,484.9,490.8,193.64,1.8,154.0
2024-01-01 14:00:00+05:30,14,1,0,0.0172,0.99985,1,0,14,15.1,1005.9,36.5,3.2205556508527,4.095776791434236,4.05882207818145,640.8,395.6,443.0,168.01,0.77,190.0
2024-01-01 15:00:00+05:30,15,1,0,0.0172,0.99985,1,0,15,15.8,1004.6,22.6,2.464034284026943,3.4274328910725926,3.0691595180558457,636.8,449.5,412.0,161.19,0.0,190.0
2024-01-01 16:00:00+05:30,16,1,0,0.0172,0.99985,1,0,16,20.2,1004.3,27.3,1.863791727191881,2.533560507653125,2.6248323873160304,480.8,325.0,318.3,110.73,0.0,190.0
2024-01-01 17:00:00+05:30,17,1,0,0.0172,0.99985,1,0,17,17.9,1003.9,37.1,5.164901059610751,7.08343167868201,8.178502113258629,295.1,181.0,204.6,61.69,6.86,190.0
2024-01-01 18:00:00+05:30,18,1,0,0.0172,0.99985,0,1,18,15.8,1005.0,20.7,1.4717185626732405,2.1045495620684207,1.9354597310404515,166.5,119.6,106.7,0.0,0.0,165.0
2024-01-01 19:00:00+05:30,19,1,0,0.0172,0.99985,0,1,19,15.3,1007.1,1.2,4.7543926476387925,6.555797909229709,6.523169852597095,0.0,0.0,0.0,0.0,5.28,165.0
2024-01-01 20:00:00+05:30,20,1,0,0.0172,0.99985,0,1,20,14.3,1005.4,24.9,8.638252332061072,11.58162329933516,10.37965965330419,0.0,0.0,0.0,0.0,34.47,165.0
